sex,age,country,edu.r,edu.m,edu.f,ses15,sex.orient,sex.orient.bin,names.bin,names.m,names.f,first.born,birth.order,no.children,rel.m,rel.f,rejection.m,rejection.f,overprotection.m,overprotection.f,emotional.m,emotional.f,money.m,money.f,time.m,time.f
0,19,2,3,4,2,4,2,0,1,1,0,1,1,3,5,5,9,9,32,29,21,20,5,5,5,4
1,24,2,4,4,3,4,1,0,0,0,0,1,1,2,7,4,8,8,18,18,18,18,5,5,4,4
1,20,2,3,2,3,2,1,0,0,0,0,1,1,1,6,5,10,11,25,29,21,22,4,5,5,4
0,19,2,3,3,3,4,1,0,0,0,0,1,1,2,7,7,7,7,18,16,23,22,5,5,5,4
0,19,2,3,4,3,3,1,0,0,0,0,1,1,2,5,6,22,18,35,30,9,11,4,4,2,3
0,19,2,3,2,1,3,1,0,0,0,0,0,3,4,7,7,10,10,24,24,18,16,4,5,5,4
0,19,2,2,3,2,2,1,0,1,1,0,0,4,4,7,7,9,7,14,14,21,21,5,5,4,4
0,20,2,3,3,3,3,1,0,0,0,0,0,2,2,7,7,8,12,23,23,24,20,3,3,5,5
0,19,2,3,3,2,4,1,0,1,1,0,0,2,3,7,7,8,9,17,17,22,19,3,3,5,5
0,21,2,3,2,2,3,1,0,0,0,0,0,2,2,7,7,8,8,17,17,24,24,5,5,4,4
0,19,2,3,3,2,3,1,0,0,0,0,1,1,2,5,5,8,8,19,17,17,17,5,5,4,4
0,20,2,3,2,3,4,1,0,0,0,0,0,3,4,7,7,8,7,20,20,21,21,3,3,4,4
0,19,2,3,2,4,4,1,0,0,0,0,1,1,1,7,5,8,12,20,24,18,13,3,2,3,2
0,19,2,3,3,2,3,2,0,0,0,0,1,1,2,7,3,10,18,21,26,23,12,4,4,5,2
0,19,2,3,4,1,4,1,0,1,0,1,1,1,3,6,6,7,8,23,23,20,20,3,3,2,2
0,19,2,3,2,3,3,1,0,0,0,0,1,1,2,7,7,9,9,21,18,20,20,5,5,5,5
0,20,2,3,2,2,3,1,0,0,0,0,0,3,3,7,6,14,15,26,26,22,16,5,5,3,3
0,20,2,3,1,1,3,1,0,0,0,0,0,5,4,7,3,9,10,27,11,22,9,5,1,5,1
0,21,2,3,2,2,2,1,0,0,0,0,0,3,3,6,4,15,11,32,20,16,16,4,4,3,3
0,22,2,3,4,3,3,1,0,1,1,0,1,1,4,7,7,7,7,21,21,20,20,3,3,4,4
0,22,2,3,3,4,3,3,0,0,0,0,0,2,2,7,7,9,9,18,18,18,18,4,4,4,4
0,19,2,3,4,4,4,1,0,0,0,0,1,1,2,7,7,8,8,19,19,23,23,4,4,5,5
0,20,2,3,4,3,3,1,0,0,0,0,1,1,4,7,7,9,8,26,17,24,24,4,4,4,4
1,19,2,3,2,2,3,2,0,0,0,0,0,2,2,6,6,13,14,13,13,16,14,3,3,4,3
0,24,2,4,3,4,3,2,0,1,0,1,0,5,5,7,6,10,14,30,30,21,20,5,5,5,4
1,20,2,3,1,1,4,6,1,1,0,1,0,4,4,7,7,7,8,15,15,19,19,4,4,3,3
1,20,2,3,3,3,4,1,0,1,0,1,1,1,3,7,4,7,10,24,21,21,16,3,3,4,4
0,21,2,3,3,2,4,1,0,0,0,0,0,2,2,6,6,14,8,22,20,24,21,4,4,4,4
0,20,2,3,3,4,3,1,0,1,1,1,1,1,2,7,1,10,10,25,25,19,19,5,5,5,5
0,19,2,3,2,2,4,2,0,0,0,0,0,2,2,6,6,9,8,20,19,19,19,3,5,5,5
0,19,2,3,4,3,4,1,0,0,0,0,1,1,1,7,7,7,7,17,20,24,23,5,5,5,4
0,19,2,3,4,4,3,4,1,0,0,0,1,1,2,6,6,15,20,24,19,20,12,3,3,4,1
1,19,2,3,4,3,3,1,0,0,0,0,0,2,2,6,6,9,9,22,21,20,20,5,5,3,3
0,20,2,3,4,2,3,2,0,0,0,0,1,1,2,6,6,9,10,17,18,19,17,2,2,3,3
0,20,2,3,3,4,4,1,0,0,0,0,1,1,2,5,6,16,12,25,23,12,12,3,3,4,2
0,23,2,2,3,2,3,2,0,0,0,0,0,3,4,7,4,7,14,22,14,24,11,5,2,5,1
0,41,2,3,3,2,4,1,0,0,0,0,0,2,2,5,5,10,9,10,10,9,9,3,3,1,1
0,19,2,3,1,3,3,2,0,0,0,0,1,1,1,3,7,15,7,32,13,16,21,3,3,3,3
0,19,2,3,3,3,3,1,0,0,0,0,0,2,2,7,7,12,12,32,32,18,18,4,4,4,4
0,20,2,3,2,2,3,1,0,0,0,0,0,2,2,7,7,12,13,18,18,20,19,4,4,5,4
0,19,2,3,2,2,3,1,0,1,1,0,1,1,1,7,1,8,20,18,17,23,6,3,1,4,1
0,20,2,3,4,4,3,1,0,1,0,1,0,2,3,7,6,10,10,20,20,16,16,3,3,4,4
0,20,2,3,4,4,3,1,0,1,1,0,1,1,6,6,6,13,9,24,20,20,19,3,3,4,3
0,19,2,3,4,2,4,1,0,0,0,0,0,2,3,6,6,11,10,18,18,18,18,3,3,4,3
0,19,2,2,2,2,3,1,0,0,0,0,1,1,2,7,7,10,10,23,23,23,23,5,5,5,3
0,19,2,3,3,3,4,1,0,0,0,0,0,2,3,5,5,12,12,22,22,13,13,4,4,2,2
0,19,2,3,4,3,3,1,0,0,0,0,0,2,2,6,6,7,7,26,22,19,19,4,4,4,3
0,23,2,3,2,3,3,1,0,1,1,0,0,4,7,5,5,9,9,29,29,20,20,3,3,4,4
0,19,2,2,2,2,3,1,0,0,0,0,0,2,2,7,7,7,8,16,15,23,21,4,4,5,3
0,20,2,2,2,2,3,2,0,0,0,0,1,1,2,7,7,8,7,24,24,20,20,4,4,5,5
0,19,2,3,3,3,3,1,0,1,1,0,0,3,3,4,4,17,16,23,22,17,15,4,2,4,4
0,20,2,3,2,3,4,1,0,0,0,0,0,2,3,6,6,8,8,10,10,13,13,3,3,4,4
1,23,2,2,2,2,2,1,0,0,0,0,0,2,3,5,5,9,8,22,19,17,17,3,3,4,4
0,20,2,3,3,3,3,1,0,0,0,0,1,1,2,6,4,11,12,14,14,14,9,3,2,4,2
0,19,2,2,3,2,3,1,0,1,0,1,0,4,4,6,6,9,7,24,26,19,18,5,5,4,4
0,20,2,3,2,3,2,1,0,0,0,0,0,2,3,4,4,13,12,15,16,17,19,4,2,2,3
0,19,2,3,2,4,2,1,0,0,0,0,0,3,7,7,7,9,7,18,22,20,19,3,4,5,4
0,19,2,3,3,3,2,2,0,1,1,0,1,1,4,4,4,19,16,27,21,13,9,4,2,4,1
1,23,2,4,4,3,4,1,0,0,0,0,1,1,1,5,3,8,8,17,13,15,10,3,2,2,2
0,19,2,3,3,4,4,1,0,0,0,0,1,1,2,7,7,11,7,30,30,20,20,4,4,5,5
0,20,2,3,4,3,3,1,0,0,0,0,1,1,2,6,6,11,9,16,9,19,19,5,5,5,5
0,20,2,3,3,3,4,1,0,1,1,0,0,2,2,5,6,13,9,29,25,18,18,4,4,4,3
1,25,2,3,2,2,3,1,0,0,0,0,0,2,2,7,5,9,11,20,17,22,16,4,3,4,1
0,19,2,2,2,2,3,1,0,0,0,0,1,1,1,4,4,11,11,29,27,15,15,4,4,2,2
0,20,2,3,3,4,3,1,0,0,0,0,0,5,9,6,6,8,8,15,10,19,18,2,3,4,3
0,19,2,3,4,3,3,1,0,0,0,0,1,1,3,6,5,12,10,28,16,19,12,5,2,5,1
0,20,2,3,2,3,3,1,0,0,0,0,1,1,6,6,6,9,9,22,22,18,18,3,3,5,2
0,21,2,3,4,3,1,1,0,0,0,0,0,2,3,6,5,11,10,19,18,20,20,5,5,5,5
0,20,2,3,2,2,3,1,0,0,0,0,1,1,1,6,6,9,9,23,23,18,18,3,3,3,3
0,19,2,3,3,4,3,1,0,0,0,0,1,1,2,7,7,10,10,28,28,21,21,4,4,3,3
1,19,2,3,2,2,4,1,0,0,0,0,1,1,1,7,7,9,9,14,14,18,18,5,5,4,4
0,19,2,1,3,3,4,1,0,0,0,0,1,1,1,6,6,11,9,20,18,19,19,4,4,5,5
0,20,2,2,2,2,3,1,0,0,0,0,0,2,3,6,7,8,8,20,19,18,17,3,3,4,4
0,18,2,1,3,2,3,1,0,0,0,0,1,1,2,6,6,13,8,24,20,19,16,3,2,4,2
0,20,2,2,2,3,4,1,0,0,0,0,0,2,5,4,7,9,9,22,22,16,16,4,4,2,2
0,20,2,3,4,4,3,1,0,1,1,0,1,1,4,6,6,14,13,30,18,20,16,3,3,3,3
0,19,2,3,2,2,3,1,0,0,0,0,1,1,2,7,7,9,7,24,20,21,24,5,5,5,5
0,20,2,3,3,4,3,2,0,0,0,0,0,2,2,7,7,8,8,19,16,23,23,5,5,5,5
0,19,2,3,3,3,3,1,0,0,0,0,1,1,1,5,6,11,7,34,19,17,14,5,4,5,4
0,21,2,3,4,3,2,1,0,0,0,0,1,1,1,6,3,10,15,19,17,22,9,4,2,3,1
1,20,2,2,3,3,3,1,0,0,0,0,1,1,2,4,4,13,13,19,18,14,14,5,5,4,3
0,20,2,3,3,3,4,1,0,0,0,0,1,1,2,6,6,13,13,19,19,16,16,4,4,3,3
0,19,2,3,3,3,3,1,0,0,0,0,0,3,3,6,3,11,12,28,21,24,11,5,5,5,1
0,19,2,3,3,3,3,1,0,0,0,0,0,2,3,5,5,10,11,29,24,10,11,3,3,4,3
0,19,2,3,3,3,4,1,0,0,0,0,1,1,3,6,4,11,11,34,27,20,21,4,4,5,3
0,23,2,2,3,2,3,4,1,0,0,0,1,1,1,7,3,7,14,24,14,23,11,5,2,5,2
0,20,2,3,3,3,3,1,0,0,0,0,0,2,3,6,7,9,8,16,16,15,19,3,3,2,2
0,20,2,3,2,4,3,1,0,0,0,0,0,4,5,7,7,9,9,26,23,22,20,4,4,3,3
0,21,2,3,3,3,4,1,0,1,1,0,1,1,2,7,7,8,8,16,16,22,22,4,5,5,3
0,18,2,1,4,3,3,1,0,0,0,0,1,1,2,7,7,9,9,22,22,24,24,5,5,5,5
0,26,2,4,4,4,3,1,0,1,1,0,1,1,1,6,6,16,13,27,25,16,19,3,3,3,3
0,22,2,3,4,3,3,1,0,0,0,0,1,1,2,7,3,10,11,27,27,17,15,3,3,4,3
0,20,2,3,4,3,1,1,0,1,1,0,1,1,1,7,7,9,8,24,19,21,16,4,4,5,2
0,26,2,3,4,4,4,1,0,1,1,0,1,1,3,7,7,9,9,24,22,18,18,4,4,5,3
0,20,2,3,4,2,3,1,0,0,0,0,1,1,2,7,7,8,8,16,16,18,18,4,3,5,3
0,19,2,3,3,4,3,1,0,0,0,0,0,2,2,7,7,9,8,26,23,20,19,3,3,3,3
0,20,2,3,2,2,4,1,0,0,0,0,0,3,4,7,6,10,12,26,13,19,14,3,3,3,3
0,21,2,3,2,3,4,1,0,0,0,0,1,1,2,6,3,15,17,18,17,15,7,4,4,4,3
0,20,2,3,3,2,3,2,0,0,0,0,1,1,2,6,6,13,13,27,24,17,16,3,3,4,3
0,20,2,3,4,2,1,1,0,0,0,0,0,2,2,6,6,10,10,29,29,18,18,4,4,3,3
0,19,2,3,3,3,4,1,0,0,0,0,1,1,1,7,7,9,8,25,19,22,21,4,4,5,5
0,20,2,3,3,2,3,1,0,0,0,0,0,2,3,6,6,13,8,23,15,17,17,3,3,3,3
0,20,2,3,2,3,3,1,0,0,0,0,1,1,3,7,1,12,12,19,12,19,6,4,1,4,1
0,31,2,3,1,4,2,1,0,0,0,0,0,4,4,6,6,9,8,19,18,18,18,4,4,4,4
1,19,2,3,3,3,3,1,0,0,0,0,1,1,3,6,6,11,10,24,20,23,22,5,5,3,2
0,19,2,2,3,3,3,1,0,0,0,0,0,2,2,5,5,11,11,30,30,18,18,4,4,3,3
0,19,2,3,2,2,3,1,0,0,0,0,1,1,3,6,6,9,9,20,19,19,19,3,2,4,4
0,19,2,3,3,3,3,1,0,0,0,0,0,2,5,5,5,11,11,28,18,16,15,3,3,4,3
0,19,2,3,3,4,3,1,0,0,0,0,1,1,2,4,4,27,24,35,26,8,10,3,3,3,3
0,19,2,3,3,4,4,2,0,0,0,0,1,1,1,6,6,8,8,23,20,20,22,3,4,5,4
0,51,2,4,3,2,3,1,0,0,0,0,0,2,2,5,6,10,9,29,26,23,23,3,3,3,3
0,43,2,3,3,3,3,1,0,0,0,0,1,1,3,7,6,7,11,20,22,24,21,5,5,4,2
0,19,2,3,2,2,3,1,0,0,0,0,0,4,4,6,6,20,20,30,30,18,18,3,3,3,3
0,20,2,3,2,2,3,1,0,0,0,0,0,4,4,6,6,9,9,15,15,20,20,3,4,4,4
1,22,2,3,2,2,4,1,0,0,0,0,1,1,2,7,7,8,11,22,20,19,19,5,5,5,5
0,19,2,3,3,2,3,1,0,0,0,0,0,3,3,5,4,12,10,27,18,19,15,3,3,3,2
0,20,2,3,2,2,3,1,0,0,0,0,0,2,2,7,5,10,7,21,10,15,11,5,5,4,2
0,19,2,3,4,3,3,1,0,1,0,1,1,1,2,5,4,13,7,16,10,13,10,4,2,3,1
0,19,2,3,2,2,3,1,0,0,0,0,1,1,3,7,7,9,8,19,14,21,18,3,3,4,3
0,20,2,3,3,2,4,2,0,0,0,0,0,2,2,6,6,12,11,26,19,21,22,5,5,5,3
0,19,2,3,2,2,4,1,0,0,0,0,1,1,1,5,5,13,11,23,23,19,19,5,4,4,4
0,20,2,3,3,2,3,1,0,0,0,0,0,3,3,6,6,14,9,24,21,22,22,4,4,5,2
0,20,2,3,3,3,3,1,0,0,0,0,1,1,1,6,3,10,16,17,23,16,14,4,4,3,3
0,27,2,4,4,2,4,1,0,0,0,0,0,3,4,7,7,15,9,27,12,9,10,4,2,4,4
0,21,2,3,4,4,3,7,1,0,0,0,1,1,2,7,7,13,13,25,24,17,18,4,4,3,3
0,19,2,3,4,3,3,1,0,0,0,0,1,1,3,7,7,8,8,25,25,23,23,4,4,4,4
0,19,2,3,3,2,3,1,0,0,0,0,0,4,4,7,7,8,8,18,18,23,23,4,4,5,5
0,32,2,4,4,4,3,1,0,0,0,0,1,1,3,7,7,8,7,17,17,23,23,4,4,4,4
0,25,2,4,4,3,3,1,0,1,1,0,1,1,3,7,7,10,10,28,25,19,15,3,3,4,3
